USERID,PERSON_ID_EXTERNAL,STARTDATE,ORIGINALSTARTDATE,ISPRIMARY,SENIORITYDATE,JOBNUMBER,
30000859            ,30000859            ,14/03/2017,14/03/2017,True,,,
30000860            ,30000860            ,14/03/2017,14/03/2017,True,,,
30000861            ,30000861            ,14/03/2017,14/03/2017,True,,,
30000862            ,30000862            ,14/03/2017,14/03/2017,True,,,
30000863            ,30000863            ,14/03/2017,14/03/2017,True,,,
30000864            ,30000864            ,14/03/2017,14/03/2017,True,,,
30000865            ,30000865            ,14/03/2017,14/03/2017,True,,,
30000866            ,30000866            ,14/03/2017,14/03/2017,True,,,
30000867            ,30000867            ,14/03/2017,14/03/2017,True,,,
30000868            ,30000868            ,14/03/2017,14/03/2017,True,,,
30000869            ,30000869            ,14/03/2017,14/03/2017,True,,,
30000870            ,30000870            ,14/03/2017,14/03/2017,True,,,
30000871            ,30000871            ,14/03/2017,14/03/2017,True,,,
30000872            ,30000872            ,14/03/2017,14/03/2017,True,,,
30000873            ,30000873            ,14/03/2017,14/03/2017,True,,,
30000874            ,30000874            ,14/03/2017,14/03/2017,True,,,
30000875            ,30000875            ,14/03/2017,14/03/2017,True,,,
30000876            ,30000876            ,14/03/2017,14/03/2017,True,,,
30000877            ,30000877            ,14/03/2017,14/03/2017,True,,,
30000878            ,30000878            ,14/03/2017,14/03/2017,True,,,
30000879            ,30000879            ,14/03/2017,14/03/2017,True,,,
30000880            ,30000880            ,14/03/2017,14/03/2017,True,,,
30000881            ,30000881            ,14/03/2017,14/03/2017,True,,,
30000882            ,30000882            ,14/03/2017,14/03/2017,True,,,
30000883            ,30000883            ,14/03/2017,14/03/2017,True,,,
30000884            ,30000884            ,14/03/2017,14/03/2017,True,,,
30000885            ,30000885            ,14/03/2017,14/03/2017,True,,,
30000886            ,30000886            ,14/03/2017,14/03/2017,True,,,
30000887            ,30000887            ,14/03/2017,14/03/2017,True,,,
30000888            ,30000888            ,14/03/2017,14/03/2017,True,,,
30000889            ,30000889            ,14/03/2017,14/03/2017,True,,,
30000890            ,30000890            ,14/03/2017,14/03/2017,True,,,
30000891            ,30000891            ,14/03/2017,14/03/2017,True,,,
30000892            ,30000892            ,14/03/2017,14/03/2017,True,,,
30000893            ,30000893            ,14/03/2017,14/03/2017,True,,,
30000894            ,30000894            ,14/03/2017,14/03/2017,True,,,
30000895            ,30000895            ,14/03/2017,14/03/2017,True,,,
30000896            ,30000896            ,14/03/2017,14/03/2017,True,,,
30000897            ,30000897            ,14/03/2017,14/03/2017,True,,,
30000898            ,30000898            ,14/03/2017,14/03/2017,True,,,
30000899            ,30000899            ,02/03/2017,02/03/2017,True,,,
30000900            ,30000900            ,13/03/2017,13/03/2017,True,,,
30000901            ,30000901            ,13/03/2017,13/03/2017,True,,,
30000902            ,30000902            ,01/05/2017,01/05/2017,True,,,
30000903            ,30000903            ,10/03/2017,10/03/2017,True,,,
30000904            ,30000904            ,10/03/2017,10/03/2017,True,,,
30000905            ,30000905            ,10/03/2017,10/03/2017,True,,,
30000906            ,30000906            ,07/03/2017,07/03/2017,True,,,
30000907            ,30000907            ,07/03/2017,07/03/2017,True,,,
30000908            ,30000908            ,07/03/2017,07/03/2017,True,,,
30000909            ,30000909            ,07/03/2017,07/03/2017,True,,,
30000910            ,30000910            ,07/03/2017,07/03/2017,True,,,
30000912            ,30000912            ,07/03/2017,07/03/2017,True,,,
30000913            ,30000913            ,07/03/2017,07/03/2017,True,,,
30000914            ,30000914            ,07/03/2017,07/03/2017,True,,,
30000915            ,30000915            ,07/03/2017,07/03/2017,True,,,
30000916            ,30000916            ,07/03/2017,07/03/2017,True,,,
30000917            ,30000917            ,07/03/2017,07/03/2017,True,,,
30000918            ,30000918            ,07/03/2017,07/03/2017,True,,,
30000919            ,30000919            ,07/03/2017,07/03/2017,True,,,
30000920            ,30000920            ,07/03/2017,07/03/2017,True,,,
30000921            ,30000921            ,07/03/2017,07/03/2017,True,,,
30000922            ,30000922            ,07/03/2017,07/03/2017,True,,,
30000923            ,30000923            ,07/03/2017,07/03/2017,True,,,
30000924            ,30000924            ,07/03/2017,07/03/2017,True,,,
30000925            ,30000925            ,07/03/2017,07/03/2017,True,,,
30000926            ,30000926            ,07/03/2017,07/03/2017,True,,,
30000927            ,30000927            ,07/03/2017,07/03/2017,True,,,
30000928            ,30000928            ,07/03/2017,07/03/2017,True,,,
30000929            ,30000929            ,07/03/2017,07/03/2017,True,,,
30000930            ,30000930            ,07/03/2017,07/03/2017,True,,,
30000932            ,30000932            ,07/03/2017,07/03/2017,True,,,
30000933            ,30000933            ,07/03/2017,07/03/2017,True,,,
30000934            ,30000934            ,07/03/2017,07/03/2017,True,,,
30000935            ,30000935            ,07/03/2017,07/03/2017,True,,,
30000936            ,30000936            ,07/03/2017,07/03/2017,True,,,
30000937            ,30000937            ,07/03/2017,07/03/2017,True,,,
30000938            ,30000938            ,07/03/2017,07/03/2017,True,,,
30000939            ,30000939            ,07/03/2017,07/03/2017,True,,,
30000940            ,30000940            ,07/03/2017,07/03/2017,True,,,
30000941            ,30000941            ,07/03/2017,07/03/2017,True,,,
30000942            ,30000942            ,07/03/2017,07/03/2017,True,,,
30000943            ,30000943            ,07/03/2017,07/03/2017,True,,,
30000945            ,30000945            ,23/02/2017,23/02/2017,True,,,
30000946            ,30000946            ,03/03/2017,03/03/2017,True,,,
30000947            ,30000947            ,01/04/2017,01/04/2017,True,,,
30000949            ,30000949            ,01/03/2017,01/03/2017,True,,,
30000950            ,30000950            ,01/03/2017,01/03/2017,True,,,
30000951            ,30000951            ,01/03/2017,01/03/2017,True,,,
30000952            ,30000952            ,01/03/2017,01/03/2017,True,,,
30000953            ,30000953            ,01/03/2017,01/03/2017,True,,,
30000954            ,30000954            ,01/03/2017,01/03/2017,True,,,
30000955            ,30000955            ,01/03/2017,01/03/2017,True,,,
30000956            ,30000956            ,01/03/2017,01/03/2017,True,,,
30000957            ,30000957            ,01/03/2017,01/03/2017,True,,,
30000958            ,30000958            ,28/02/2017,28/02/2017,True,,,
30000959            ,30000959            ,28/02/2017,28/02/2017,True,,,
30000960            ,30000960            ,28/02/2017,28/02/2017,True,,,
30000961            ,30000961            ,28/02/2017,28/02/2017,True,,,
30000962            ,30000962            ,28/02/2017,28/02/2017,True,,,
30000963            ,30000963            ,28/02/2017,28/02/2017,True,,,
30000964            ,30000964            ,28/02/2017,28/02/2017,True,,,
30000965            ,30000965            ,28/02/2017,28/02/2017,True,,,
30000966            ,30000966            ,28/02/2017,28/02/2017,True,,,
30000967            ,30000967            ,28/02/2017,28/02/2017,True,,,
30000968            ,30000968            ,28/02/2017,28/02/2017,True,,,
30000969            ,30000969            ,28/02/2017,28/02/2017,True,,,
30000970            ,30000970            ,28/02/2017,28/02/2017,True,,,
30000972            ,30000972            ,28/02/2017,28/02/2017,True,,,
30000973            ,30000973            ,28/02/2017,28/02/2017,True,,,
30000974            ,30000974            ,28/02/2017,28/02/2017,True,,,
30000975            ,30000975            ,28/02/2017,28/02/2017,True,,,
30000976            ,30000976            ,28/02/2017,28/02/2017,True,,,
30000977            ,30000977            ,28/02/2017,28/02/2017,True,,,
30000978            ,30000978            ,28/02/2017,28/02/2017,True,,,
30000979            ,30000979            ,28/02/2017,28/02/2017,True,,,
30000980            ,30000980            ,28/02/2017,28/02/2017,True,,,
30000981            ,30000981            ,28/02/2017,28/02/2017,True,,,
30000982            ,30000982            ,28/02/2017,28/02/2017,True,,,
30000983            ,30000983            ,28/02/2017,28/02/2017,True,,,
30000984            ,30000984            ,28/02/2017,28/02/2017,True,,,
30000985            ,30000985            ,28/02/2017,28/02/2017,True,,,
30000986            ,30000986            ,28/02/2017,28/02/2017,True,,,
30000987            ,30000987            ,28/02/2017,28/02/2017,True,,,
30000988            ,30000988            ,28/02/2017,28/02/2017,True,,,
30000989            ,30000989            ,28/02/2017,28/02/2017,True,,,
30000990            ,30000990            ,28/02/2017,28/02/2017,True,,,
30000991            ,30000991            ,28/02/2017,28/02/2017,True,,,
30000992            ,30000992            ,05/07/2017,05/07/2017,True,,,
30000993            ,30000993            ,28/02/2017,28/02/2017,True,,,
30000994            ,30000994            ,28/02/2017,28/02/2017,True,,,
30000995            ,30000995            ,24/02/2017,24/02/2017,True,,,
30000996            ,30000996            ,22/02/2017,22/02/2017,True,,,
30000997            ,30000997            ,22/02/2017,22/02/2017,True,,,
30000998            ,30000998            ,01/03/2017,01/03/2017,True,,,
30000999            ,30000999            ,22/02/2017,22/02/2017,True,,,
30001000            ,30001000            ,22/02/2017,22/02/2017,True,,,
30001001            ,30001001            ,22/02/2017,22/02/2017,True,,,
30001002            ,30001002            ,22/02/2017,22/02/2017,True,,,
30001003            ,30001003            ,22/02/2017,22/02/2017,True,,,
30001004            ,30001004            ,22/02/2017,22/02/2017,True,,,
30001005            ,30001005            ,22/02/2017,22/02/2017,True,,,
30001006            ,30001006            ,22/02/2017,22/02/2017,True,,,
30001007            ,30001007            ,21/02/2017,21/02/2017,True,,,
30001008            ,30001008            ,21/02/2017,21/02/2017,True,,,
30001009            ,30001009            ,21/02/2017,21/02/2017,True,,,
30001010            ,30001010            ,21/02/2017,21/02/2017,True,,,
30001011            ,30001011            ,21/02/2017,21/02/2017,True,,,
30001012            ,30001012            ,21/02/2017,21/02/2017,True,,,
30001013            ,30001013            ,21/02/2017,21/02/2017,True,,,
30001014            ,30001014            ,21/02/2017,21/02/2017,True,,,
30001015            ,30001015            ,21/02/2017,21/02/2017,True,,,
30001016            ,30001016            ,21/02/2017,21/02/2017,True,,,
30001017            ,30001017            ,21/02/2017,21/02/2017,True,,,
30001018            ,30001018            ,21/02/2017,21/02/2017,True,,,
30001019            ,30001019            ,21/02/2017,21/02/2017,True,,,
30001020            ,30001020            ,21/02/2017,21/02/2017,True,,,
30001021            ,30001021            ,21/02/2017,21/02/2017,True,,,
30001022            ,30001022            ,21/02/2017,21/02/2017,True,,,
30001023            ,30001023            ,21/02/2017,21/02/2017,True,,,
30001024            ,30001024            ,21/02/2017,21/02/2017,True,,,
30001025            ,30001025            ,21/02/2017,21/02/2017,True,,,
30001026            ,30001026            ,21/02/2017,21/02/2017,True,,,
30001027            ,30001027            ,21/02/2017,21/02/2017,True,,,
30001028            ,30001028            ,21/02/2017,21/02/2017,True,,,
30001029            ,30001029            ,21/02/2017,21/02/2017,True,,,
30001030            ,30001030            ,21/02/2017,21/02/2017,True,,,
30001031            ,30001031            ,21/02/2017,21/02/2017,True,,,
30001032            ,30001032            ,21/02/2017,21/02/2017,True,,,
30001033            ,30001033            ,21/02/2017,21/02/2017,True,,,
30001034            ,30001034            ,21/02/2017,21/02/2017,True,,,
30001035            ,30001035            ,21/02/2017,21/02/2017,True,,,
30001036            ,30001036            ,21/02/2017,21/02/2017,True,,,
30001037            ,30001037            ,21/02/2017,21/02/2017,True,,,
30001038            ,30001038            ,21/02/2017,21/02/2017,True,,,
30001039            ,30001039            ,21/02/2017,21/02/2017,True,,,
30001040            ,30001040            ,21/02/2017,21/02/2017,True,,,
30001041            ,30001041            ,21/02/2017,21/02/2017,True,,,
30001043            ,30001043            ,21/02/2017,21/02/2017,True,,,
30001044            ,30001044            ,21/02/2017,21/02/2017,True,,,
30001045            ,30001045            ,21/02/2017,21/02/2017,True,,,
30001046            ,30001046            ,21/02/2017,21/02/2017,True,,,
30001047            ,30001047            ,20/02/2017,20/02/2017,True,,,
30001048            ,30001048            ,20/02/2017,20/02/2017,True,,,
30001049            ,30001049            ,14/02/2017,14/02/2017,True,,,
30001050            ,30001050            ,04/02/2017,04/02/2017,True,,,
30001051            ,30001051            ,02/02/2017,02/02/2017,True,,,
30001052            ,30001052            ,07/02/2017,07/02/2017,True,,,
30001053            ,30001053            ,16/02/2017,16/02/2017,True,,,
30001054            ,30001054            ,15/02/2017,15/02/2017,True,,,
30001055            ,30001055            ,15/02/2017,15/02/2017,True,,,
30001056            ,30001056            ,15/02/2017,15/02/2017,True,,,
30001057            ,30001057            ,15/02/2017,15/02/2017,True,,,
30001058            ,30001058            ,15/02/2017,15/02/2017,True,,,
30001059            ,30001059            ,15/02/2017,15/02/2017,True,,,
30001060            ,30001060            ,15/02/2017,15/02/2017,True,,,
30001061            ,30001061            ,15/02/2017,15/02/2017,True,,,
30001062            ,30001062            ,15/02/2017,15/02/2017,True,,,
30001063            ,30001063            ,15/02/2017,15/02/2017,True,,,
30001064            ,30001064            ,15/02/2017,15/02/2017,True,,,
30001065            ,30001065            ,14/02/2017,14/02/2017,True,,,
30001066            ,30001066            ,14/02/2017,14/02/2017,True,,,
30001067            ,30001067            ,14/02/2017,14/02/2017,True,,,
30001068            ,30001068            ,14/02/2017,14/02/2017,True,,,
30001069            ,30001069            ,14/02/2017,14/02/2017,True,,,
30001070            ,30001070            ,14/02/2017,14/02/2017,True,,,
30001071            ,30001071            ,14/02/2017,14/02/2017,True,,,
30001072            ,30001072            ,14/02/2017,14/02/2017,True,,,
30001073            ,30001073            ,14/02/2017,14/02/2017,True,,,
30001074            ,30001074            ,14/02/2017,14/02/2017,True,,,
30001075            ,30001075            ,14/02/2017,14/02/2017,True,,,
30001077            ,30001077            ,14/02/2017,14/02/2017,True,,,
30001078            ,30001078            ,14/02/2017,14/02/2017,True,,,
30001079            ,30001079            ,14/02/2017,14/02/2017,True,,,
30001080            ,30001080            ,14/02/2017,14/02/2017,True,,,
30001081            ,30001081            ,14/02/2017,14/02/2017,True,,,
30001082            ,30001082            ,14/02/2017,14/02/2017,True,,,
30001083            ,30001083            ,14/02/2017,14/02/2017,True,,,
30001084            ,30001084            ,14/02/2017,14/02/2017,True,,,
30001085            ,30001085            ,14/02/2017,14/02/2017,True,,,
30001086            ,30001086            ,14/02/2017,14/02/2017,True,,,
30001087            ,30001087            ,14/02/2017,14/02/2017,True,,,
30001088            ,30001088            ,14/02/2017,14/02/2017,True,,,
30001090            ,30001090            ,14/02/2017,14/02/2017,True,,,
30001091            ,30001091            ,14/02/2017,14/02/2017,True,,,
30001092            ,30001092            ,14/02/2017,14/02/2017,True,,,
30001093            ,30001093            ,14/02/2017,14/02/2017,True,,,
30001094            ,30001094            ,14/02/2017,14/02/2017,True,,,
30001095            ,30001095            ,14/02/2017,14/02/2017,True,,,
30001096            ,30001096            ,14/02/2017,14/02/2017,True,,,
30001097            ,30001097            ,14/02/2017,14/02/2017,True,,,
30001098            ,30001098            ,14/02/2017,14/02/2017,True,,,
30001099            ,30001099            ,14/02/2017,14/02/2017,True,,,
30001100            ,30001100            ,07/03/2017,07/03/2017,True,,,
30001101            ,30001101            ,14/02/2017,14/02/2017,True,,,
30001102            ,30001102            ,14/02/2017,14/02/2017,True,,,
30001103            ,30001103            ,14/02/2017,14/02/2017,True,,,
30001104            ,30001104            ,14/02/2017,14/02/2017,True,,,
30001105            ,30001105            ,14/02/2017,14/02/2017,True,,,
30001106            ,30001106            ,14/02/2017,14/02/2017,True,,,
30001107            ,30001107            ,14/02/2017,14/02/2017,True,,,
30001108            ,30001108            ,14/02/2017,14/02/2017,True,,,
30001109            ,30001109            ,14/02/2017,14/02/2017,True,,,
30001110            ,30001110            ,14/02/2017,14/02/2017,True,,,
30001111            ,30001111            ,14/02/2017,14/02/2017,True,,,
30001112            ,30001112            ,14/02/2017,14/02/2017,True,,,
30001113            ,30001113            ,13/02/2017,13/02/2017,True,,,
30001114            ,30001114            ,13/02/2017,13/02/2017,True,,,
30001115            ,30001115            ,08/02/2017,08/02/2017,True,,,
30001116            ,30001116            ,08/02/2017,08/02/2017,True,,,
30001117            ,30001117            ,08/02/2017,08/02/2017,True,,,
30001118            ,30001118            ,08/02/2017,08/02/2017,True,,,
30001119            ,30001119            ,08/02/2017,08/02/2017,True,,,
30001120            ,30001120            ,08/02/2017,08/02/2017,True,,,
30001121            ,30001121            ,08/02/2017,08/02/2017,True,,,
30001122            ,30001122            ,07/02/2017,07/02/2017,True,,,
30001123            ,30001123            ,07/02/2017,07/02/2017,True,,,
30001124            ,30001124            ,07/02/2017,07/02/2017,True,,,
30001125            ,30001125            ,07/02/2017,07/02/2017,True,,,
30001126            ,30001126            ,07/02/2017,07/02/2017,True,,,
30001127            ,30001127            ,08/02/2017,08/02/2017,True,,,
30001128            ,30001128            ,07/02/2017,07/02/2017,True,,,
30001129            ,30001129            ,07/02/2017,07/02/2017,True,,,
30001130            ,30001130            ,07/02/2017,07/02/2017,True,,,
30001131            ,30001131            ,07/02/2017,07/02/2017,True,,,
30001132            ,30001132            ,07/02/2017,07/02/2017,True,,,
30001133            ,30001133            ,08/02/2017,08/02/2017,True,,,
30001134            ,30001134            ,07/02/2017,07/02/2017,True,,,
30001135            ,30001135            ,07/02/2017,07/02/2017,True,,,
30001136            ,30001136            ,07/02/2017,07/02/2017,True,,,
30001137            ,30001137            ,07/02/2017,07/02/2017,True,,,
30001139            ,30001139            ,07/02/2017,07/02/2017,True,,,
30001140            ,30001140            ,07/02/2017,07/02/2017,True,,,
30001141            ,30001141            ,07/02/2017,07/02/2017,True,,,
30001142            ,30001142            ,07/02/2017,07/02/2017,True,,,
30001143            ,30001143            ,07/02/2017,07/02/2017,True,,,
30001144            ,30001144            ,07/02/2017,07/02/2017,True,,,
30001145            ,30001145            ,07/02/2017,07/02/2017,True,,,
30001146            ,30001146            ,07/02/2017,07/02/2017,True,,,
30001148            ,30001148            ,07/02/2017,07/02/2017,True,,,
30001149            ,30001149            ,07/02/2017,07/02/2017,True,,,
30001150            ,30001150            ,07/02/2017,07/02/2017,True,,,
30001151            ,30001151            ,07/02/2017,07/02/2017,True,,,
30001152            ,30001152            ,07/02/2017,07/02/2017,True,,,
30001153            ,30001153            ,07/02/2017,07/02/2017,True,,,
30001154            ,30001154            ,07/02/2017,07/02/2017,True,,,
30001155            ,30001155            ,07/02/2017,07/02/2017,True,,,
30001156            ,30001156            ,07/02/2017,07/02/2017,True,,,
30001157            ,30001157            ,06/02/2017,06/02/2017,True,,,
30001158            ,30001158            ,06/02/2017,06/02/2017,True,,,
30001159            ,30001159            ,06/02/2017,06/02/2017,True,,,
30001160            ,30001160            ,06/02/2017,06/02/2017,True,,,
30001161            ,30001161            ,02/02/2017,02/02/2017,True,,,
30001162            ,30001162            ,01/08/2017,01/08/2017,True,,,
30001163            ,30001163            ,02/02/2017,02/02/2017,True,,,
30001164            ,30001164            ,02/02/2017,02/02/2017,True,,,
30001165            ,30001165            ,02/02/2017,02/02/2017,True,,,
30001166            ,30001166            ,02/02/2017,02/02/2017,True,,,
30001167            ,30001167            ,01/02/2017,01/02/2017,True,,,
30001168            ,30001168            ,01/08/2017,01/08/2017,True,,,
30001169            ,30001169            ,01/02/2017,01/02/2017,True,,,
30001170            ,30001170            ,01/02/2017,01/02/2017,True,,,
30001171            ,30001171            ,01/02/2017,01/02/2017,True,,,
30001172            ,30001172            ,01/02/2017,01/02/2017,True,,,
30001173            ,30001173            ,01/02/2017,01/02/2017,True,,,
30001174            ,30001174            ,01/02/2017,01/02/2017,True,,,
30001175            ,30001175            ,01/02/2017,01/02/2017,True,,,
30001176            ,30001176            ,01/02/2017,01/02/2017,True,,,
30001177            ,30001177            ,01/02/2017,01/02/2017,True,,,
30001178            ,30001178            ,01/02/2017,01/02/2017,True,,,
30001179            ,30001179            ,01/02/2017,01/02/2017,True,,,
30001180            ,30001180            ,01/02/2017,01/02/2017,True,,,
30001181            ,30001181            ,01/02/2017,01/02/2017,True,,,
30001182            ,30001182            ,01/05/2017,01/05/2017,True,,,
30001183            ,30001183            ,31/01/2017,31/01/2017,True,,,
30001184            ,30001184            ,31/01/2017,31/01/2017,True,,,
30001185            ,30001185            ,31/01/2017,31/01/2017,True,,,
30001187            ,30001187            ,31/01/2017,31/01/2017,True,,,
30001188            ,30001188            ,31/01/2017,31/01/2017,True,,,
30001189            ,30001189            ,31/01/2017,31/01/2017,True,,,
30001190            ,30001190            ,31/01/2017,31/01/2017,True,,,
30001191            ,30001191            ,31/01/2017,31/01/2017,True,,,
30001192            ,30001192            ,31/01/2017,31/01/2017,True,,,
30001193            ,30001193            ,31/01/2017,31/01/2017,True,,,
30001194            ,30001194            ,31/01/2017,31/01/2017,True,,,
30001195            ,30001195            ,31/01/2017,31/01/2017,True,,,
30001196            ,30001196            ,31/01/2017,31/01/2017,True,,,
30001197            ,30001197            ,31/01/2017,31/01/2017,True,,,
30001198            ,30001198            ,14/02/2017,14/02/2017,True,,,
30001199            ,30001199            ,31/01/2017,31/01/2017,True,,,
30001200            ,30001200            ,31/01/2017,31/01/2017,True,,,
30001201            ,30001201            ,31/01/2017,31/01/2017,True,,,
30001202            ,30001202            ,31/01/2017,31/01/2017,True,,,
30001203            ,30001203            ,31/01/2017,31/01/2017,True,,,
30001204            ,30001204            ,31/01/2017,31/01/2017,True,,,
30001205            ,30001205            ,31/01/2017,31/01/2017,True,,,
30001206            ,30001206            ,31/01/2017,31/01/2017,True,,,
30001207            ,30001207            ,31/01/2017,31/01/2017,True,,,
30001208            ,30001208            ,31/01/2017,31/01/2017,True,,,
30001209            ,30001209            ,31/01/2017,31/01/2017,True,,,
30001210            ,30001210            ,31/01/2017,31/01/2017,True,,,
30001211            ,30001211            ,31/01/2017,31/01/2017,True,,,
30001212            ,30001212            ,31/01/2017,31/01/2017,True,,,
30001213            ,30001213            ,31/01/2017,31/01/2017,True,,,
30001214            ,30001214            ,31/01/2017,31/01/2017,True,,,
30001215            ,30001215            ,31/01/2017,31/01/2017,True,,,
30001216            ,30001216            ,31/01/2017,31/01/2017,True,,,
30001217            ,30001217            ,31/01/2017,31/01/2017,True,,,
30001218            ,30001218            ,31/01/2017,31/01/2017,True,,,
30001219            ,30001219            ,31/01/2017,31/01/2017,True,,,
30001220            ,30001220            ,01/02/2017,01/02/2017,True,,,
30001221            ,30001221            ,30/01/2017,30/01/2017,True,,,
30001222            ,30001222            ,30/01/2017,30/01/2017,True,,,
30001223            ,30001223            ,30/01/2017,30/01/2017,True,,,
30001224            ,30001224            ,26/01/2017,26/01/2017,True,,,
30001225            ,30001225            ,01/03/2017,01/03/2017,True,,,
30001226            ,30001226            ,26/01/2017,26/01/2017,True,,,
30001227            ,30001227            ,01/08/2017,01/08/2017,True,,,
30001228            ,30001228            ,23/01/2017,23/01/2017,True,,,
30001229            ,30001229            ,01/05/2017,01/05/2017,True,,,
30001230            ,30001230            ,26/01/2017,26/01/2017,True,,,
30001231            ,30001231            ,24/01/2017,24/01/2017,True,,,
30001232            ,30001232            ,24/01/2017,24/01/2017,True,,,
30001233            ,30001233            ,24/01/2017,24/01/2017,True,,,
30001234            ,30001234            ,24/01/2017,24/01/2017,True,,,
30001235            ,30001235            ,24/01/2017,24/01/2017,True,,,
30001236            ,30001236            ,24/01/2017,24/01/2017,True,,,
30001237            ,30001237            ,24/01/2017,24/01/2017,True,,,
30001238            ,30001238            ,24/01/2017,24/01/2017,True,,,
30001239            ,30001239            ,24/01/2017,24/01/2017,True,,,
30001240            ,30001240            ,24/01/2017,24/01/2017,True,,,
30001241            ,30001241            ,24/01/2017,24/01/2017,True,,,
30001242            ,30001242            ,24/01/2017,24/01/2017,True,,,
30001243            ,30001243            ,24/01/2017,24/01/2017,True,,,
30001244            ,30001244            ,24/01/2017,24/01/2017,True,,,
30001245            ,30001245            ,24/01/2017,24/01/2017,True,,,
30001246            ,30001246            ,24/01/2017,24/01/2017,True,,,
30001247            ,30001247            ,24/01/2017,24/01/2017,True,,,
30001248            ,30001248            ,24/01/2017,24/01/2017,True,,,
30001250            ,30001250            ,24/01/2017,24/01/2017,True,,,
30001251            ,30001251            ,24/01/2017,24/01/2017,True,,,
30001252            ,30001252            ,24/01/2017,24/01/2017,True,,,
30001254            ,30001254            ,24/01/2017,24/01/2017,True,,,
30001255            ,30001255            ,24/01/2017,24/01/2017,True,,,
30001256            ,30001256            ,24/01/2017,24/01/2017,True,,,
30001257            ,30001257            ,24/01/2017,24/01/2017,True,,,
30001258            ,30001258            ,01/03/2017,01/03/2017,True,,,
30001259            ,30001259            ,01/08/2017,01/08/2017,True,,,
30001260            ,30001260            ,21/01/2017,21/01/2017,True,,,
30001261            ,30001261            ,21/01/2017,21/01/2017,True,,,
30001262            ,30001262            ,21/01/2017,21/01/2017,True,,,
30001263            ,30001263            ,23/01/2017,23/01/2017,True,,,
30001264            ,30001264            ,20/01/2017,20/01/2017,True,,,
30001265            ,30001265            ,20/01/2017,20/01/2017,True,,,
30001266            ,30001266            ,20/01/2017,20/01/2017,True,,,
30001267            ,30001267            ,19/01/2017,19/01/2017,True,,,
30001268            ,30001268            ,18/01/2017,18/01/2017,True,,,
30001269            ,30001269            ,18/01/2017,18/01/2017,True,,,
30001270            ,30001270            ,18/01/2017,18/01/2017,True,,,
30001271            ,30001271            ,18/01/2017,18/01/2017,True,,,
30001272            ,30001272            ,18/01/2017,18/01/2017,True,,,
30001273            ,30001273            ,18/01/2017,18/01/2017,True,,,
30001274            ,30001274            ,12/01/2017,12/01/2017,True,,,
30001275            ,30001275            ,16/01/2017,16/01/2017,True,,,
30001276            ,30001276            ,12/01/2017,12/01/2017,True,,,
30001277            ,30001277            ,15/01/2017,15/01/2017,True,,,
30001278            ,30001278            ,17/01/2017,17/01/2017,True,,,
30001279            ,30001279            ,17/01/2017,17/01/2017,True,,,
30001280            ,30001280            ,17/01/2017,17/01/2017,True,,,
30001281            ,30001281            ,17/01/2017,17/01/2017,True,,,
30001282            ,30001282            ,17/01/2017,17/01/2017,True,,,
30001283            ,30001283            ,17/01/2017,17/01/2017,True,,,
30001284            ,30001284            ,17/01/2017,17/01/2017,True,,,
30001285            ,30001285            ,17/01/2017,17/01/2017,True,,,
30001286            ,30001286            ,17/01/2017,17/01/2017,True,,,
30001287            ,30001287            ,17/01/2017,17/01/2017,True,,,
30001288            ,30001288            ,17/01/2017,17/01/2017,True,,,
30001289            ,30001289            ,17/01/2017,17/01/2017,True,,,
30001290            ,30001290            ,17/01/2017,17/01/2017,True,,,
30001291            ,30001291            ,17/01/2017,17/01/2017,True,,,
30001292            ,30001292            ,17/01/2017,17/01/2017,True,,,
30001293            ,30001293            ,17/01/2017,17/01/2017,True,,,
30001294            ,30001294            ,17/01/2017,17/01/2017,True,,,
30001295            ,30001295            ,17/01/2017,17/01/2017,True,,,
30001296            ,30001296            ,01/04/2017,01/04/2017,True,,,
30001297            ,30001297            ,16/01/2017,16/01/2017,True,,,
30001298            ,30001298            ,16/01/2017,16/01/2017,True,,,
30001299            ,30001299            ,16/01/2017,16/01/2017,True,,,
30001300            ,30001300            ,16/01/2017,16/01/2017,True,,,
30001301            ,30001301            ,16/01/2017,16/01/2017,True,,,
30001302            ,30001302            ,16/01/2017,16/01/2017,True,,,
30001303            ,30001303            ,12/01/2017,12/01/2017,True,,,
30001304            ,30001304            ,12/01/2017,12/01/2017,True,,,
30001305            ,30001305            ,11/01/2017,11/01/2017,True,,,
30001306            ,30001306            ,10/01/2017,10/01/2017,True,,,
30001307            ,30001307            ,10/01/2017,10/01/2017,True,,,
30001308            ,30001308            ,10/01/2017,10/01/2017,True,,,
30001309            ,30001309            ,10/01/2017,10/01/2017,True,,,
30001310            ,30001310            ,10/01/2017,10/01/2017,True,,,
30001311            ,30001311            ,10/01/2017,10/01/2017,True,,,
30001312            ,30001312            ,10/01/2017,10/01/2017,True,,,
30001313            ,30001313            ,10/01/2017,10/01/2017,True,,,
30001315            ,30001315            ,10/01/2017,10/01/2017,True,,,
30001316            ,30001316            ,10/01/2017,10/01/2017,True,,,
30001317            ,30001317            ,10/01/2017,10/01/2017,True,,,
30001318            ,30001318            ,10/01/2017,10/01/2017,True,,,
30001319            ,30001319            ,09/01/2017,09/01/2017,True,,,
30001320            ,30001320            ,09/01/2017,09/01/2017,True,,,
30001321            ,30001321            ,09/01/2017,09/01/2017,True,,,
